Names,frequency
aung,2
aye,2
hla,2
shein,2
htet,2
soe,2
mya,2
theingi,1
sandi,1
sein,1
shway,1
shwe,1
than,1
thant,1
thaung,1
thein,1
thet,1
phyu,1
thida,1
thiri,1
thura,1
thurein,1
thuya,1
thuza,1
tun,1
win,1
ye,1
zaw,1
zeya,1
sanda,1
nyein,1
ohnmar,1
nyunt,1
chit,1
cho,1
hlaing,1
htay,1
htin,1
htun,1
htut,1
htway,1
htwe,1
khin,1
khine,1
kyaw,1
kyine,1
kywe,1
lwin,1
moe,1
myaing,1
myat,1
myine,1
myint,1
myo,1
naing,1
nanda,1
zeyar,1
