Names,frequency
abdul-mutaleb,2
shoaib,2
nadera,2
shirin-gul,2
abdul-muhsen,2
nabiullah,2
abdul-momen,2
shams,2
abdul-fattah,2
abdul-ghafar,2
kaawa,2
abdul-hadi,2
shirin-banoo,2
salim,2
abdul-manan,2
abdul-malek,2
momen,2
jalaludin,2
mahin ,1
nafisa,1
mustafa,1
mahjabin ,1
mahmood ,1
naeem,1
mahdi,1
nafis ,1
mahir,1
mansoor ,1
nassar,1
mahfooz ,1
mahdi ,1
mansur,1
muslimah,1
nadira,1
maisha,1
mahmoud,1
maja,1
nayila,1
majida ,1
majid ,1
nabeel,1
majid,1
nadima,1
majed,1
nawin ,1
natori,1
maimun,1
nabila ,1
nabiha,1
maiwand,1
nabil ,1
nabila,1
nadidah,1
majidah,1
mahwash ,1
mustafa ,1
mamnon ,1
mahmud,1
mahnaz,1
nasser,1
mustapha,1
manija ,1
mahoma,1
nadir,1
nawid ,1
makhi,1
nadda,1
mahrukh ,1
malika,1
natara,1
mahshid ,1
makin,1
nada,1
mahomet,1
mohsena ,1
mushira,1
nakeya,1
merza ,1
najee,1
mousa,1
mubarak,1
mehmet,1
medina,1
nakea,1
mubarak ,1
muhahmmad,1
muhammed,1
nakeia,1
nakeisha,1
mazin,1
nakia,1
naima,1
najam,1
najah,1
naja,1
muhannad,1
muhdati,1
maysun,1
maysa,1
may,1
naima ,1
matin ,1
muhsin,1
mati,1
mujahid,1
meskeen,1
mouna,1
mouhamed,1
meskin ,1
mohsen ,1
mojib ,1
moheb ,1
najila,1
mohamud,1
mohammed,1
mojtaba ,1
mohamet,1
mohamed,1
mohamad,1
mocha,1
monawar,1
moawen ,1
najma,1
mitra ,1
monir ,1
monira ,1
moosa ,1
mir ,1
morad ,1
mina ,1
mortaza ,1
mina,1
morwarid ,1
milad ,1
moska ,1
messiah,1
nakiah,1
mukhtar,1
nasrin ,1
nasir,1
nash,1
marjan ,1
murtadi,1
nasher,1
mariyan,1
nasib ,1
naila,1
nasim ,1
nahir,1
musadeq,1
mariyah,1
nahida ,1
nahid ,1
mariya,1
masud,1
moin ,1
nasir ,1
nafisah,1
maritza,1
maritsa,1
marid,1
nafisa ,1
mariam ,1
mushin,1
nasrat ,1
maqbool ,1
nasrin,1
manzur,1
maroof ,1
maroofa ,1
marr,1
martiza,1
mastoora ,1
massouda ,1
massood ,1
mukhtar ,1
muna,1
munawar ,1
munir,1
munira,1
mashooq ,1
muntassir,1
nakiya,1
namavar ,1
naqi ,1
naqib ,1
maseeh ,1
muqim ,1
naqiba ,1
maryah,1
naim ,1
nailah,1
marya,1
mary ,1
muriel,1
marwan,1
mursal ,1
marwa ,1
murshed ,1
nazif ,1
 aadila,1
nazifa ,1
tarana ,1
tanaz ,1
tamir,1
tamana ,1
talitha,1
talib,1
talal,1
takiyah,1
takiya,1
takia,1
takeya,1
takeia,1
taira,1
tahminah,1
tahir,1
taher ,1
tabora,1
tabina,1
tabesh ,1
tabari,1
syreeta,1
syed,1
suraya ,1
suleika,1
tara ,1
tarek,1
nazih,1
tareq ,1
ulima,1
ubayy,1
ubayda,1
ubayd,1
ubaidah ,1
ubadah,1
tut,1
torpekay ,1
tina ,1
timur ,1
timin,1
thania,1
thana,1
thabit,1
telaya ,1
tekia,1
taz,1
tayyeb,1
taymullah,1
tayeba ,1
tariq,1
tarik,1
tarif,1
suhail,1
suede,1
subhi,1
soraya ,1
shatara,1
sharifa ,1
sharif ,1
sharif,1
shareef,1
sharday,1
shardae,1
sharda,1
sharara ,1
sharad,1
shaquille,1
shaquill,1
shaquile,1
shaquell,1
